event_date,event_name,,,,,,,,,,,,,
5/26/2019, Rude Gang / LaFamilia / True / Venezuelan Heartthrob / CoSighn / The Devin Moore / Skorpio / CeantCeaseWillB / D/E/F/Sense & JusLucid / Phxntxm / Felon Keller / AyyOne Capone / Valeiv / G,,,,,,,,,,,,,
5/28/2019, Burnt Toast Cosmonaut  / Golden Gardens  / Acid Pioneers  / Isadora Eden  ,,,,,,,,,,,,,
5/29/2019, Wiegedood / Inoculated Life / Grin & Bear It / Twink / Cadaverine ,,,,,,,,,,,,,
5/30/2019, Blake George / Sharone / Curtis T & the Duffel Bag Boys ,,,,,,,,,,,,,
5/31/2019, Arctobog album release / World Movement / Felon Keller  / That Kid ,,,,,,,,,,,,,
6/1/2019, Younger Than Neil  / Bombs Blast / Mad Dog and the 20/20s  / Caustic Soda  ,,,,,,,,,,,,,
6/2/2019, Desert Locals  / Paco Lipps  / Thunderstorm Artis  / Go Outside  / Takipnik ,,,,,,,,,,,,,
6/3/2019, Caustic Soda / Ape Tones/Fast Eddy  / Twisted Escape ,,,,,,,,,,,,,
6/6/2019," Soulless Maneater  / Völur  / Black Moriah  / Endless, Nameless  ",,,,,,,,,,,,,
6/7/2019, Amygdala / Malevich / Caffeine / Herse / Sore Eyes ,,,,,,,,,,,,,
6/8/2019, Unwed Sailor  / We Can’t Help You  / Mute Forest  / more TBA ,,,,,,,,,,,,,
6/9/2019, Slugger  / Possum YYZ  / After The Carnival  ,,,,,,,,,,,,,
6/11/2019, Pretty. Loud.  / The Wedding Funeral  / The Body of Ray Brower  / Fables of the Fall  / more TBA ,,,,,,,,,,,,,
6/14/2019, Big Mama Fluoride / Tree Kitty / The Body of Ray Brower ,,,,,,,,,,,,,
6/15/2019, Fatal Mistake Day #2 ,,,,,,,,,,,,,
6/16/2019, Rotten Reputation tour kickoff / Love Is Gay tour package ,,,,,,,,,,,,,
6/18/2019, The Seafloor Cinema / Find Yourself  / Signs & Signals  / Alone At The Gym  ,,,,,,,,,,,,,
6/20/2019, Lightstory  / Source / Armed For Apocalypse  / Chymist  ,,,,,,,,,,,,,
6/21/2019," CFX Project album release / Endless, Nameless / Tiny Vessels / Causer ",,,,,,,,,,,,,
6/22/2019, Comrades  / Deathbreaker  / Disposal Notice  / Only Echoes  / The Uglys  ,,,,,,,,,,,,,
6/23/2019, Lazarus House / Basha / Boss Cass ,,,,,,,,,,,,,
6/24/2019, The Slacks  / All Boy/All Girl  / Warring Parties  / Takipnik  ,,,,,,,,,,,,,
6/25/2019, Saints of Never After  / Makari  / The Polite Heretic  / Lorelai  ,,,,,,,,,,,,,
6/26/2019, Old News  / Creek  / Khamsin  / Paul Maul ,,,,,,,,,,,,,
6/28/2019, Bad Desicions (gmail John Hunter ,,,,,,,,,,,,,
6/29/2019, Crow Cavalier / Punk With a Camera film / Felony Charge / Bourbon Brawlers  ,,,,,,,,,,,,,
6/30/2019, Hardcore Matinee - Fox Lake / Empty Caskets / Targets / Lung Burn / Mindz Eye / Moral Law / Remain and Sustain / Talk Is Cheap / Wide Man / NoblexTruth / Implied Risk / Wølfblitzer,,,,,,,,,,,,,
7/2/2019, Birdhouse View  / Haybaby  / Sat Pilot  / Toxic Wife  ,,,,,,,,,,,,,
7/4/2019, Married A Dead Man / Full Bleed / Sinister Pig / Sliver / Caustic Soda / King Crawdad ,,,,,,,,,,,,,
7/5/2019, Shanea / Megan Rose Ellsworth / Andy Lightning  / Luna Nuñmez / Samantha Jo (FB ,,,,,,,,,,,,,
7/6/2019, EVAID b2b Exiled (9:30 ,,,,,,,,,,,,,
7/9/2019, Cease Fire  / Mokosos  / Diisbomber  / AFD  ,,,,,,,,,,,,,
7/10/2019, The Oi! Scouts  / PxPx  / Corrupted Youth  / Mokosos  / Noogy  / Tuck Knee  ,,,,,,,,,,,,,
7/11/2019, Celestial Wizard ,,,,,,,,,,,,,
7/12/2019, Compost Heap day #1 - Pirates of the Landlocked State / Straight Line Arrival / Nervnauts / Davey Dynamite / Bird Teeth / Nervous / Marissa. / Ludlow / Danbert Nobacon / Plasma Canvas / She/Her/Hers / Cheap Perfume,,,,,,,,,,,,,
7/13/2019, Compost Heap day #2 - Violet Valentine / Sinister Pig / Anothernight / Ferns Underfoot / Sad Bug / Are They Brothers / Matt Pless / Chatterbox and the Latter Day Satanists / Fables of the Fall / Rent Strike / Rob Taxpayer / Crow Cavalier,,,,,,,,,,,,,
7/14/2019, Compost Heap day #3 - Josephine the Singer / Gila Teen / Dogtooth and Nail / This Machine Kills God / Rumbletramp / Long Sought Rest / Chad Hates George / Slummer / The Velveteers / Mr. Atomic / Grey Matter / Escape from the Zoo,,,,,,,,,,,,,
7/16/2019, End On End  / Videodrome / Dox / Chair of Torture / Tuck Knee ,,,,,,,,,,,,,
7/18/2019, Ghosts of Glaciers / Ashbringer  / Dead Characters  / Postnihilist  ,,,,,,,,,,,,,
7/19/2019, EMP  / Potbelly  / Bottom Bracket  ,,,,,,,,,,,,,
7/20/2019, Friends and Family Fest 2 ,,,,,,,,,,,,,
7/21/2019, Ghoulies tour kickoff / A Sunday Fire  / Meeting House / Sick World ,,,,,,,,,,,,,
7/24/2019, No Chance / Fall Children / Tuck Knee / Caustic Soda ,,,,,,,,,,,,,
7/25/2019, Meeting House  / Mortigi Tempo  / Coldridge  / Cagemates  ,,,,,,,,,,,,,
7/26/2019, Sleepy Animals  / Faux Furrs / Engine Summer  / TV Boy  ,,,,,,,,,,,,,
7/27/2019, 21 Taras  / Graves / Married A Dead Man / Ground Above Zero ,,,,,,,,,,,,,
7/29/2019, An Antiquated Bluff / Gutless / Birdhouse View / drag performances between sets ,,,,,,,,,,,,,
7/31/2019, Bury Mia / 54 Reasons  / Cognatus  / Andrew J Elofson  ,,,,,,,,,,,,,
8/2/2019, Fatty Fest Day 1 -  Dox / Pontious Pilate / Cadaverine / Static Death / Tuck Knee Trailer Park Boys afterwards.,,,,,,,,,,,,,
8/3/2019, Fatty Fest Day 2 -  Nix / Rotten Kelli / A-Salt  / Worthless Commodity  / AFD / WBH  / Anti-Vision / Trick Punch,,,,,,,,,,,,,
8/6/2019, Colours of Monchrome  / Coldridge  / Grey Skygarden  ,,,,,,,,,,,,,
8/8/2019, Flexing  / The Yellnats / Richard  / Motherfucker Teresa  ,,,,,,,,,,,,,
8/9/2019, Moodie Black / Coolzey / more TBA ,,,,,,,,,,,,,
8/10/2019," Endless, Nameless / Cicadia / Lights of Alora / Cloud Temple / Michael H Carman  ",,,,,,,,,,,,,
8/11/2019, Vile Aesthetic / Eternal Obsession / Cosmic Abyss / Heathen Burial / Aura Primordia ,,,,,,,,,,,,,
8/14/2019, The Slacks  / Headphone  / Air for Ants  / Sister Ivy  ,,,,,,,,,,,,,
8/15/2019, DFB / more TBA ,,,,,,,,,,,,,
8/16/2019, Sarchasm  / more TBA ,,,,,,,,,,,,,
8/17/2019, RBM / Noogy  / Tuck Knee  / RASP (via RBM ,,,,,,,,,,,,,
8/18/2019, Doll Eyeshadow / Damn The Witch Siren (gmail ,,,,,,,,,,,,,
8/19/2019, CFX Project / Pill Joy / Tiny Vessels and the Southern Brothers / GACK / hxcmidi / demoncassettecult / rarebyrd$ / Shamwow / Felony Charge / Tiny Vessels / Venus305 / Loose Toof / Joohsup ,,,,,,,,,,,,,
8/20/2019, Deathwish / Zygrot / Cadaverine / Victim of Fire ,,,,,,,,,,,,,
8/23/2019, Licor Colecta / Leomar Mendez / La Mar Y Juana Band / Koo Qua / Sisi ,,,,,,,,,,,,,
8/24/2019, Whammer / Chair of Torture / DOX / Tuck Knee / Rotten Keli ,,,,,,,,,,,,,
8/25/2019, MØB / Fixation / Big Boss / Moral Law ,,,,,,,,,,,,,
8/27/2019, The Vibrators  / Filthy Hearts  / Cyclo,,,,,,,,,,,,,
8/28/2019, Tringle  / Sleepspent  / Had I Known  / Dylan Galvin  ,,,,,,,,,,,,,
9/2/2019, Beetlebox  / Balonley  / more TBA ,,,,,,,,,,,,,
9/3/2019, Old Soul Dies Young / Ribbon / Glacier Veins / Morning Honey ,,,,,,,,,,,,,
9/4/2019, Moral Law  / PSO / Mandalore / Tuck Knee  / DOX  ,,,,,,,,,,,,,
9/7/2019, Claudzilla / Hate Minor / TEARS to LI6HT ,,,,,,,,,,,,,
9/9/2019, Voight / Dancing Plague / French Kettle Station / Luxury Hearse  ,,,,,,,,,,,,,
9/10/2019, The Beeves  / Rocca Vegas (gmail ,,,,,,,,,,,,,
9/12/2019, Fall Risk / Black Market Translation / Caustic Soda ,,,,,,,,,,,,,
9/13/2019, Sliver  / Kill Vargas / Gramma  / The Crooked Rugs  ,,,,,,,,,,,,,
9/14/2019, Wild Lives / Dial Drive / Right On Kid / Bury MIA ,,,,,,,,,,,,,
9/15/2019, Out Of System Transfer / Bourbon Brawlers  / Tejon St. Corner Thieves / Smokestack Relics / Open Casket Collective in between sets  ,,,,,,,,,,,,,
9/17/2019, Cadaver Dog / Regional Justice Center / Tuck Knee / DOX / Big Boss ,,,,,,,,,,,,,
9/21/2019,7C 7-year anniversary!!! - Dreadnought / 1476  / Ghosts of Glaciers / Only Echoes / Postnihilist / Cau5er / Kid Mask / Videodrome / GACK / DOX / Didaktikos / Tuck Kne / Paul Maul,,,,,,,,,,,,,
9/22/2019,7C 7-year anniversary!!! - AxB / Hellspoon  / Arctobog / Sliver  / JSR / Sharone / Curtis T and the Duffel Bag Boys  / Caustic Soda  / The Slacks / Unit-Y / Pinetree Janitorial Service  / American Psychonaut / Astral Planes,,,,,,,,,,,,,
9/23/2019, Adrienne Rae Ash  / Ryan Cassata  / Joel Zigman  / Lana Del Taco  ,,,,,,,,,,,,,
9/25/2019, Ms. Nomer  / Secret Nudist Friends  / The Most  / Viewfinders  / more TBA ,,,,,,,,,,,,,
9/27/2019,Abolish ICE show - Koiboy / Happysad! / DJ Bummer / Plasma Canvas,,,,,,,,,,,,,
9/29/2019, Rude Gang / Yung Phxji / Young K / Fuego Flames / Lascention / YTB Castro / DC Gunna and Bishob ET / Co$ighn / Lil Rae Almighty ,,,,,,,,,,,,,
10/2/2019, Pinetree Janitorial Service  / The Burning Hell  / Samantha Jo  / Henn  ,,,,,,,,,,,,,
10/3/2019, Wølfblitzer  / Baltic To Boardwalk  / Paul Maul  ,,,,,,,,,,,,,
10/4/2019, GACK / Fall Children / RASP / Peacemaker ,,,,,,,,,,,,,
10/4/2019,LATE SHOW - Candy (SECRET - shhhh) / SeeYouSpaceCowboy (added around 9pm) / Tuck Knee / Big Boss / Wide Man / Pontius Pilate,,,,,,,,,,,,,
10/5/2019, AFD / Cease Fire tour kickoff / Pontius Pilate / BrewHa!Ha! / Asalt ,,,,,,,,,,,,,
10/6/2019, Yung Lurch / Just Enough Food / Racket Man  / MYTHirst / Furbie Cakes  ,,,,,,,,,,,,,
10/8/2019, The Slacks / Breakfast In Silence,,,,,,,,,,,,,
10/10/2019, Wide Man / Chair of Torture / Paul Maul / Implied Risk / Peacemaker ,,,,,,,,,,,,,
10/11/2019, Cadaver Dog tour kickoff / Nekrofilth / Videodrome / Chair of Torture / Pontius Pilate ,,,,,,,,,,,,,
10/12/2019, Endless Nameless Bee benefit / Tringle ,,,,,,,,,,,,,
10/13/2019, Call Your Mom  / Kevin Schlereth  / Broken Lawn Chairs  / more TBA ,,,,,,,,,,,,,
10/17/2019, The Speed Of Sound In Seawater / So Much Light / Catbamboo,,,,,,,,,,,,,
10/18/2019, State Drugs / Flora Del La Luna / Wiff / Monkeys With Explosives ,,,,,,,,,,,,,
10/19/2019, Moral Law / Tuck Knee  / xDeadbeatx / Thieves Guild / Didaktikos ,,,,,,,,,,,,,
10/20/2019, Club Ent / Rude Gang / The Kindr3d / Paper Route Boys / Valeiv / TRUE / CantceasewillB / David Frederick / Trash Dog / Skorpio ,,,,,,,,,,,,,
10/24/2019, Pound / Hemwick  / Heathen Burial  ,,,,,,,,,,,,,
10/25/2019, L3gacy / Brizzy Kerrick / Estella Dawn / Sew Manarr & Y.KA.3 ,,,,,,,,,,,,,
10/26/2019, Victim of Fire / Upon A Fields Whisper / Berated / Disposal Notice ,,,,,,,,,,,,,
10/29/2019, World Peace / Videodrome / Chair of Torture / A-Salt / Sinister Pig / Pontius Pilate,,,,,,,,,,,,,
11/1/2019, Princess Dewclaw / CAU5ER / Loose Toof / $addy / Kid Mask ,,,,,,,,,,,,,
11/2/2019, Stonecutters / Yatra / When Darkness Falls / Ritual Contrition ,,,,,,,,,,,,,
11/6/2019, CAU5ER  / Staghorn / Bila / Old Sport / New Standards Men  ,,,,,,,,,,,,,
11/8/2019, Worthless Commodity / Asalt  / DGP  AFD  ,,,,,,,,,,,,,
11/9/2019, Intrinsic Gray  / Undercloudsandsurveillance  / Suntitle  / Moving Still  ,,,,,,,,,,,,,
11/10/2019, Pontius Pilate  / Crushed!? / Ceremonies  / Rig Time  / CAU5ER  ,,,,,,,,,,,,,
11/11/2019, The Yellnats / Broken Record / River Gods / State Drugs ,,,,,,,,,,,,,
11/12/2019, Chair of Torture  / At The Heart Of The World  / Lowfaith / Polyeurethane ,,,,,,,,,,,,,
11/13/2019, Watabou / Decide Today  / Eraserhead Fuckers  / Platonic Belt  ,,,,,,,,,,,,,
11/14/2019,Cover Night - Fake Down 87  / Green Day / X-Ray Spex / Jack White,,,,,,,,,,,,,
11/15/2019,Noise Vs Doom Night #1 - Deer Creek / Page 27 / Victoria Lundy / Distance Research / Haunted Sound Lab / Prayer Hands / Minus X / Ice Troll / Clark Nova,,,,,,,,,,,,,
11/16/2019,Noise Vs Doom Night #2 - Action Friend / Cosmic Abyss / Blank Human / Voideater / Clutch Plague / DJ Yeldarb Franklin / Flood ov Blood / Atari / Mautam / Mismo / Jochanaan ,,,,,,,,,,,,,
11/18/2019, The Slacks  / Sleepspent solo  / Plant Matter  / Janet Earth  ,,,,,,,,,,,,,
11/21/2019, Scarlett O’Hara / Sleep Waker / Somewhere To Call Home / Black July  / BehindColoredGlass  ,,,,,,,,,,,,,
11/22/2019, DNR / Plasma Canvas / Modern Goon / Caustic Soda / Sinister Pig ,,,,,,,,,,,,,
11/23/2019, Cereza  / Dream Pool  / Jade Skyline  / Brad Stroz  ,,,,,,,,,,,,,
11/24/2019, Show Me The Body / Eurochromes  / GACK/F.O.A.M.  / Disposal Notice  ,,,,,,,,,,,,,
11/25/2019, MDC Acoustic / The Elected Officials  / Motherfucker Teresa  / AFD  ,,,,,,,,,,,,,
11/27/2019, HIDE  / Echo Beds  / CAU5ER ,,,,,,,,,,,,,
11/29/2019, Whammer / Chair of Torture / Disposal Notice / Pontius Pilate / Motherfucker Teresa ,,,,,,,,,,,,,
11/30/2019, 11;45 / Tonguebyte / Sunsleeper / The Timberline / Cagemates / Upstairs Neighbor ,,,,,,,,,,,,,
12/1/2019, Birdhouse View  / BoscoMujo  / The Slacks  / Arctobog  ,,,,,,,,,,,,,
12/5/2019, Remain and Sustain / Mouth For War / Disposal Notice / Implied Risk ,,,,,,,,,,,,,
12/6/2019, Paul Maul / JSR / Gack / Filthy Hearts / The Yellnats ,,,,,,,,,,,,,
12/8/2019, AFD / Noogy  / The Ellen Degenerates ,,,,,,,,,,,,,
12/13/2019, Princess Dewclaw / Demoncassettecult & Savage Bass Goat #SBG  / $addy / Juice Up / Castles to Build ,,,,,,,,,,,,,
12/14/2019, No Gossip In Braille  / Lot Lizard  / Old Soul Dies Young  / Marshall Milton  ,,,,,,,,,,,,,
12/15/2019, Uncle Lame Bake / The Beeves / IndicaCinema ,,,,,,,,,,,,,
12/20/2019, Gone Full Heathen / Lost Boi / Joel Zigman / Kevin Perkins / Dani Vikes ,,,,,,,,,,,,,
12/21/2019, DIME showcase ,,,,,,,,,,,,,
12/29/2019, Human Consumption / Loomer69 (gmail Jay Vela ,,,,,,,,,,,,,
12/31/2019, Techno Allah / Kid Mask / Loose Toof / Church Fire / Pontius Pilate / Substance / Cease Fire / F.O.A.M. / Ribless ,,,,,,,,,,,,,
1/4/2020, Danoli  / Adventurer / I Met A Yeti  / Coldridge  ,,,,,,,,,,,,,
1/5/2020, Caustic Soda / Feeling Old  / Broken Lawn Chairs / Sliver ,,,,,,,,,,,,,
1/8/2020, The Nexxt / The Short T.E.R.M.  / Coldridge  / more TBA ,,,,,,,,,,,,,
1/9/2020, Bent Brothers  / Dada Veda  / Plant Matter  ,,,,,,,,,,,,,
1/10/2020, Empty Caskets / Piss Poor / Moonphase / CAGEMATES ,,,,,,,,,,,,,
1/11/2020, Origami Angel / Short Fictions / Obtuse / Flora De Luna ,,,,,,,,,,,,,
1/12/2020, GACK / Pontius Pilate / F.O.A.M. / Arctobog ,,,,,,,,,,,,,
1/15/2020, Barking Mad / Disowned / Cease Fire / Pontius Pilate / ASALT ,,,,,,,,,,,,,
1/16/2020, Lowfaith / Greynier / Roseville / Old Soul Dies Young,,,,,,,,,,,,,
1/17/2020, Caustic Soda / Princess Dewclaw / Sinister Pig / AFD / Vegas Valley Drive ,,,,,,,,,,,,,
1/18/2020, Star Garbage / Moving Still / Sliver / The Slacks ,,,,,,,,,,,,,
1/21/2020, Wolfblitzer / Livid / Chair of Torture / Pontius Pilate / Sounding ,,,,,,,,,,,,,
1/24/2020, Videodrome / Tuck Knee / The Consequence / F.O.A.M. / Direct Threat ,,,,,,,,,,,,,
1/25/2020, Use The Sun / Paul Maul / Dog Basketball / Old Sport / American Grandma ,,,,,,,,,,,,,
1/26/2020, Cereza  / Frosty Palms  / Dreampool  / Shanea  ,,,,,,,,,,,,,
1/27/2020, Push Over / Jellyfish Farm / Birdhouse ,,,,,,,,,,,,,
1/28/2020, Fathom All The Animals / The Standby  / Ransom and the Royals  / Black and White Motion Picture  ,,,,,,,,,,,,,
1/31/2020, Goon  / Sunk Cost / GACK / Sweet Kiss ,,,,,,,,,,,,,
2/1/2020, Damn Selene / Rarebyrd$ / 3Two / Stoney Bertz ,,,,,,,,,,,,,
2/2/2020, World Movement  / Rarebyrd$  / Shamwow Flashcow  / Lil Friend  ,,,,,,,,,,,,,
2/8/2020, Dr. Montgomery Maxwell / Juniordeer  / HXCMIDI / Savage Bass Goat / Human Consumption ,,,,,,,,,,,,,
9/24/2021,"Fables Of The Fall, Brother Saturn, Loose Toof, Dysphoric Entity",,,,,,,,,,,,,
9/25/2021,"Victim of Fire, Endless,Nameless, Pretty.Loud, Tonguebyte, Fuego Flames, FunMachine",,,,,,,,,,,,,
10/9/2021,"Spy, Scowl, MSPAINT, WideMan",,,,,,,,,,,,,
10/15/2021,"Rent Strike, Crow Cavalier, Chatterbox and the Latterday Satanists, Living Room Leftists",,,,,,,,,,,,,
10/16/2021,"Polly Urethane, N3ptune and Rusty Steve, Platonic Belt, Venus305, Oh Tee",,,,,,,,,,,,,
10/22/2021,"Rotten Reputation, Skank Williams, Flower Crown Me A Queen",,,,,,,,,,,,,
10/23/2021,"No bands, flea market event",,,,,,,,,,,,,
10/29/2021,"Crow Cavalier, Doom Scroll, Plasma Canvas, Marissa.",,,,,,,,,,,,,
11/5/2021,"Twompsax, Cyst, The Clue, An Antiquated Bluff",,,,,,,,,,,,,
11/10/2021,"Dead Heat, Destiny Bond, Wideman, Hacked Up",,,,,,,,,,,,,
11/13/2021,Narcotic Wasteland / Teratanthropos / Cronos Compulsion / Unmerciful,,,,,,,,,,,,,
11/19/2021,"Stoney Bertz, Maulskull, Torbjørn, Upgrade, Dark Time Sunshine",,,,,,,,,,,,,
11/20/2021,"Belofte, Connorparty, Ob Nixilis, Dyre",,,,,,,,,,,,,
11/24/2021,"Cathedral Bells, Glacierface, Pill Joy",,,,,,,,,,,,,
11/27/2021,"Gila Teen, Juanners, Mikayla Jane",,,,,,,,,,,,,
11/28/2021,"Juicebox of Paradise, Dead Boyfriend, Pill Joy, Connorparty, Leah Skye Doan",,,,,,,,,,,,,
12/3/2021,"Holy Locust, Clyde McGee, Fables of the Fall",,,,,,,,,,,,,
12/4/2021,"Ridgeway, Warper, The Red Scare, Rose Variety",,,,,,,,,,,,,
12/11/2021,"Broken Cuffs, The Stickups, Cease Fire, BrewHa!Ha!",,,,,,,,,,,,,
12/12/2021,Coastless Creatives Open Mic,,,,,,,,,,,,,
12/16/2021,"The Consequence, Big Laugh, Cyst, Direct Threat, Hacked Up",,,,,,,,,,,,,
12/17/2021,"Discontinued Flavors, Ovaltine, Diving Bell, Flaming Tongues Above",,,,,,,,,,,,,
12/28/2021,"Hail Satan, Undisassembled, Certain Punishment, Years Down",,,,,,,,,,,,,
1/2/2022,"Show #1 of the day: Public Opinion, Destiny Bond, Back of A Car",,,,,,,,,,,,,
1/2/2022,"Show #2 of the day: MNMLST / more (none written on sheet, MNMLST signed for payout)",,,,,,,,,,,,,
1/7/2022,"Source, Tezca, Jawa",,,,,,,,,,,,,
1/9/2022,"Asbestos, Tupperware, Sanitizers",,,,,,,,,,,,,
1/15/2022,"Brother Saturn, Skyfloor, Shawn Mlekush",,,,,,,,,,,,,
1/21/2022,"Ob Nixilis, Human Paint, Harvested, Nekrosophic Abyss",,,,,,,,,,,,,
2/5/2022,"Julian St. Nightmare, Hex Cassette, Son Against Gold, Watch Yourself Die, 3D, BabyBaby, Alex Snyder",,,,,,,,,,,,,
2/12/2022,"Culture Shock, Repeat Offender, Prowler, Direct Threat",,,,,,,,,,,,,
2/17/2022,"Screwtape, MSPAINT, Cyst, CFX Project",,,,,,,,,,,,,
2/26/2022,"Fleabags, Mismo, ASMO, DJ Zelix, DJ Slim",,,,,,,,,,,,,
3/2/2022,"Gleemer, Lowfaith, Old Soul Dies Young, Flower Language, Fainting Dreams",,,,,,,,,,,,,
3/5/2022,"The Hacks, PSO, Backhand, Feens, Certain Punishment",,,,,,,,,,,,,
3/7/2022,"Heathen Burial, Plague Years, Somnuri, Slivers",,,,,,,,,,,,,
3/12/2022,"Victim of Fire, Seed of the Sorcerer Womb of the Witch, Ashes For The Mute, Celestial Wizard",,,,,,,,,,,,,
3/20/2022,"CAU5ER, Polly Urethane, Platonic Belt, LisaFrank666, Transwitch, Kill Kill Bite Bite, Serpent Vessel, Leah Skye Doan",,,,,,,,,,,,,
3/21/2022,"Daikaiju, Triplip, Ego Death",,,,,,,,,,,,,
3/23/2022,"Life Among Trees, Tezca, Hail Satan, Canvas of Time",,,,,,,,,,,,,
3/28/2022,"Grocer, Keep Off The Grass, Maxton Santos, Split Lips",,,,,,,,,,,,,
3/30/2022,"Sell Farm, Black Ends, Joseph Lamar, Fainting Dreams",,,,,,,,,,,,,
4/4/2022,Deadpan / Octopoulpe / Meek / Tulpa,,,,,,,,,,,,,
4/4/2022,Deadpan / Octopoulpe / Meek / Tulpa,,,,,,,,,,,,,
4/9/2022,"Brother Saturn, Abandons, Equine, Denizens of the Deep",,,,,,,,,,,,,
4/10/2022,"Evanora:Unlimited, Platonic Belt, Polly Urethane, Hard, S!ntax",,,,,,,,,,,,,
4/12/2022,"Overexposure, the end of everything, ego death",,,,,,,,,,,,,
4/16/2022,"Pile, Natural Violence, Allison, Divingbell",,,,,,,,,,,,,
4/23/2022,The Clue/ Pardoner/ Fainting Dreams/ Hard,,,,,,,,,,,,,
4/28/2022,"Equine, Forrest Friends, Tezca, Hotel Bar",,,,,,,,,,,,,
4/29/2022,"sludgebroker, die, smear campaign, dirt sucker, cyst",,,,,,,,,,,,,
4/30/2022,"Apes of the State, Pigeon Pit, Doomscroll, Fables of the Fall",,,,,,,,,,,,,
5/3/2022,"Diving Bell, Rob Joynes, Distance Walk",,,,,,,,,,,,,
5/6/2022,Emme Gloomie FLAIL polly urethane Platonic belt vaporchrome top lip,,,,,,,,,,,,,
5/7/2022,"Fuego Flames, Masta Pharoh, 1kcxxpe, DustMyte, Vile, Kurtis Numb",,,,,,,,,,,,,
5/10/2022,"keep off the grass, bonsai trees, number 9",,,,,,,,,,,,,
5/11/2022,"JSR, CARPOOL, Kali Masi, broken record",,,,,,,,,,,,,
5/12/2022,"Back of a Car, Flora de la Luna, Tender Objects, Public Opinion",,,,,,,,,,,,,
5/13/2022,"Only Echoes, Old soul dies young, abandons, endless nameless",,,,,,,,,,,,,
5/14/2022,"Thank you I’m sorry, hey ily, hotel wifi, astral planes",,,,,,,,,,,,,
5/17/2022,"Fib,sanitizers,smear campaign, and meek",,,,,,,,,,,,,
5/20/2022,"Matt Pless, Damn Selene, Anna Zinova, Trash Island",,,,,,,,,,,,,
5/26/2022,"Astral tomb, victim of fire, Cronos Compulsion, heathen burial",,,,,,,,,,,,,
5/27/2022,"Copper teeth, lungburn, annelida, Certain Punishment,  lavagato",,,,,,,,,,,,,
5/28/2022,Smoji / JWR / Sari / Grunge  / JAYPAPI / Smoji - Hollow Summer Ween Party,,,,,,,,,,,,,
6/3/2022,Kai Moon Hip Hop,,,,,,,,,,,,,
6/4/2022,"Black dots, user unauthorized, butch cop",,,,,,,,,,,,,
6/7/2022,"Magnolia Grove, May Be Pern, Death Pop (Coastless Creatives Show)",,,,,,,,,,,,,
6/10/2022,"Nixi Theodora Pixi, Lisa Frank 666, Heavenly Powers, Calder Goodlay, Void Phlux, Kitty Blue, Neurotika Killz, Heroine Killz, Marionette Clown Toy, HARD, Dustin Schlong, S!ntax, CONNORPARTY",,,,,,,,,,,,,
6/11/2022,"Faim, Entry, Destiny Bond, Flail",,,,,,,,,,,,,
6/12/2022,"HARD, Cau5er, Dragon Drop, S!ntax, Junior Deer",,,,,,,,,,,,,
6/16/2022,"The Red Scare, Roseville, Endless Nameless, Antibroth",,,,,,,,,,,,,
6/19/2022,"Abandons, New Standards Men, Shauna Corinne",,,,,,,,,,,,,
6/21/2022,"Runecaller, Swamp Ritual, Old Skin",,,,,,,,,,,,,
6/24/2022,"Country Conservation District, Mismo, Brother Saturn",,,,,,,,,,,,,
6/25/2022,"Gloomy June, Hospital Socks, Years Down, Capture This",,,,,,,,,,,,,
6/29/2022,"The consequence, Brain Tourniquet, ultras, fentanyl, assbestos",,,,,,,,,,,,,
6/30/2022,"Destiny Bond, Entry, Punitive Damage, Cyst, American Culture, Thieves Guild",,,,,,,,,,,,,
7/1/2022,"The Ghostwrite, Flower crown me a queen, Lonely monster, Team nonexistent",,,,,,,,,,,,,
7/7/2022,"Deterioration, Night of the Living Shred, Phthysis, Berated",,,,,,,,,,,,,
7/13/2022,"Damn Selene, Blue Raspberry, Folk Punk Dad, Myles Bullen",,,,,,,,,,,,,
7/15/2022,People Like Me / Spitting Image / Jonah Ausbun  / Tonguebyte / Totem Pocket,,,,,,,,,,,,,
7/19/2022,"Victim of Fire, Pillars (Cleveland), vulgarian, Harbor",,,,,,,,,,,,,
7/20/2022,"S!NTAX, Dirtsucker, Ego Death, Deadpan, H Lite",,,,,,,,,,,,,
7/26/2022,"Worlds greatest dad, sunnnner, broken record, gila teen",,,,,,,,,,,,,
7/27/2022,"Azijnpisser, Generation Decline, Victim of Fire, Ukko's Hammer",,,,,,,,,,,,,
7/28/2022,"Cyst, Big Laugh, Santizers",,,,,,,,,,,,,
7/28/2022,"Younger than Neil, Eichlers, Dynastic, Knife Band, Tape Girl",,,,,,,,,,,,,
7/29/2022,"Yang Phiji, King Kaleb, Subzero-Zach, Sari, Sysco",,,,,,,,,,,,,
7/30/2022,"Old Sport, Virgins, Edith Pike",,,,,,,,,,,,,
8/2/2022,"Chatterbox, Pigeon Pit, Marissa",,,,,,,,,,,,,
8/5/2022,"Thc worm, sunnnner, Julian st nightmare, flesh tape",,,,,,,,,,,,,
8/11/2022,"Poison Tribe, Intersect, Vacha, Upon a Fields Whisper",,,,,,,,,,,,,
8/12/2022,Moon pussy. Dug. Quits. Almanac Man ,,,,,,,,,,,,,
8/13/2022,"Broken Record, State Drugs, Red Scare",,,,,,,,,,,,,
8/16/2022,"Cyst, Secret band, Louse, Tender Object, Lace",,,,,,,,,,,,,
